Order ID,Order Date,Customer Name,State,Region,Category,Sub Category,Salesperson,Quantity,Unit Price,Discount %,Sales Amount,Profit
ORD000150,14/09/2025,Customer_0112,Telangana,East,Electronics,Tablet,Anjali,4,15245.1,30,42686.28,-1575.34
ORD000151,2024-06-26,Customer_0155,Maharashtra,West,Office Supplies,Notebook,Meera,14,8932.62,10,112551.01,12327.8
ORD000152,27-10-2024,Customer_1711,West bengal,South,Electronics,Tablet,Anjali,14,64955.1,5,863902.83,47430.12
ORD000153,2025-09-17,Customer_0583,West bengal,South,Home Appliances,Microwave,Rahul,13,6233.72,0,81038.36,22743.5
ORD000154,2025-05-20,Customer_0943,Kerala,East,Home Appliances,Refrigerator,Rohit,6,30111.74,10,162603.4,27954.59
ORD000155,2025-06-05,Customer_0504,West bengal,West,Office Supplies,Stapler,Rahul,5,74877.87,15,318230.95,82384.72
ORD000156,2024-10-12,Customer_1847,Kerala,East,Home Appliances,Refrigerator,Arjun,10,17141.71,10,154275.39,5110.79
ORD000157,2025-08-16,Customer_1916,Maharashtra,South,Electronics,Smartwatch,Amit,14,17039.87,20,190846.54,4029.54
ORD000158,20/02/2024,Customer_0673,Delhi,North,Home Appliances,Refrigerator,Neha,15,10514.46,25,118287.67,3587.18
ORD000159,2025-12-12,Customer_0292,Karnataka,North,Furniture,Cabinet,Rahul,1,43361.84,10,39025.66,11128.49
ORD000160,15/01/2024,Customer_1323,West Bengal,West,Furniture,Bookshelf,Pooja,14,17154.84,25,180125.82,22333.2
ORD000161,2024-11-01,Customer_1149,Telangana,South,Home Appliances,Fan,Meera,6,2265.06,15,11551.81,-549.17
ORD000162,08-09-2024,Customer_1301,Odisha,East,Furniture,Cabinet,Amit,13,51044.77,,630402.91,206438.78
ORD000163,2025-10-18,Customer_1355,Uttar Pradesh,North,Home Appliances,Refrigerator,Pooja,10,1117.36,0,11173.6,2099.9
ORD000164,12/01/2024,Customer_1605,,West,Furniture,Bookshelf,Arjun,6,4576.43,25,20593.94,3122.15
ORD000165,30/07/2024,Customer_1579,Rajasthan,East,Furniture,Chair,Meera,14,28824.2,5,383361.86,67195.68
ORD000166,2024-01-10,Customer_1394,Odisha,North,Office Supplies,Notebook,Anjali,7,8867.41,25,46553.9,6070.51
ORD000167,08/10/2024,Customer_0332,Kerala,South,Office Supplies,Pen,Priya,13,44390.3,30,403951.73,24249.59
ORD000168,10/11/2024,Customer_0683,Tamil Nadu,West,Furniture,Cabinet,Anjali,15,7192.03,25,80910.34,26244.84
ORD000169,2024-08-19,Customer_1197,Delhi,North,Furniture,Chair,Amit,9,66029.41,25,445698.52,-10738.46
ORD000170,13-09-2025,Customer_0057,Kerala,South,Electronics,Mobile,Rohit,8,52357.78,25,314146.68,73620.01
ORD000171,14/01/2025,Customer_0787,West bengal,East,Home Appliances,Microwave,Rohit,9,51434.46,0,462910.14,58914.48
ORD000172,24/02/2025,Customer_1453,Karnataka,East,Furniture,Table,Sneha,4,43535.77,0,174143.08,23759.77
ORD000173,03/05/2024,Customer_1373,Bihar,South,Office Supplies,Printer Paper,Karan,13,60555.3,5,747857.95,130051.03
ORD000174,2025-05-07,Customer_1943,TamilNadu,South,Electronics,Laptop,Amit,8,9863.5,5,74962.6,11542.95
ORD000175,2025-04-29,Customer_1155,Telangana,West,Office Supplies,Notebook,Neha,4,37956.29,5,144233.9,32805.87
ORD000176,2024-05-20,Customer_0360,West bengal,South,Furniture,Cabinet,Vikas,9,58333.11,20,419998.39,69680.26
ORD000177,05-07-2025,Customer_1473,Odisha,North,Furniture,Bookshelf,Meera,2,30708.98,20,49134.37,6473.92
ORD000178,2025-01-29,Customer_1117,Delhi,South,Home Appliances,Microwave,Neha,3,55350.58,25,124538.8,34969.27
ORD000179,16/07/2025,Customer_1696,Maharashtra,North,Office Supplies,Stapler,Amit,14,966.44,20,10824.13,1473.28
ORD000180,30/10/2025,Customer_0992,West Bengal,East,Furniture,Sofa,Vikas,14,47879.26,10,603278.68,35983.18
ORD000181,21/05/2024,Customer_0156, Maharashtra,South,Electronics,Headphones,Meera,9,73961.2,0,665650.8,231179.28
ORD000182,03-05-2025,Customer_0435,West bengal,West,Furniture,Bookshelf,Vikas,14,22179.17,0,310508.38,65023.19
ORD000183,25-02-2025,Customer_0860,West bengal,West,Office Supplies,Printer Paper,Rahul,2,39650.55,30,55510.77,11712.96
ORD000184,08-11-2024,Customer_1779,Tamil Nadu,South,Home Appliances,Fan,Neha,13,38521.28,25,375582.48,-15034.67
ORD000185,2024-03-04,Customer_1966,Delhi,North,Home Appliances,Microwave,Rohit,9,17604.11,25,118827.74,489.99
ORD000186,2025-09-10,Customer_1857, Maharashtra,East,Office Supplies,Printer Paper,Amit,7,56209.13,20,314771.13,16368.82
ORD000187,2025-12-30,Customer_1930,Bihar,East,Furniture,Sofa,Karan,9,29994.35,10,242954.23,-10213.76
ORD000188,17/02/2024,Customer_0748,Telangana,North,Home Appliances,Fan,Amit,5,38492.12,20,153968.48,47526.44
ORD000189,2024-12-14,Customer_0257,Kerala,South,Office Supplies,Notebook,Amit,7,10557.31,30,51730.82,15418.35
ORD000190,04/01/2024,Customer_1492,Telangana,East,Office Supplies,Marker,Amit,5,37113.79,25,139176.71,-6685.86
ORD000191,2025-02-11,Customer_0242,TamilNadu,West,Furniture,Sofa,Rahul,2,23072.0,5,43836.8,558.35
ORD000192,24/07/2025,Customer_1571,Odisha,North,Furniture,Table,Amit,10,7530.89,15,64012.57,-4528.4
ORD000193,15-08-2024,Customer_1111,Karnataka,West,Electronics,Mobile,Karan,11,65408.84,25,539622.93,169153.87
ORD000194,04-07-2025,Customer_1401,Gujarat,North,Office Supplies,Pen,Rohit,10,15784.6,15,134169.1,-8575.98
ORD000195,07/07/2024,Customer_0782, Maharashtra,South,Electronics,Laptop,Priya,2,49760.27,15,84592.46,19202.25
ORD000196,29/03/2025,Customer_1907,Tamil Nadu,West,Office Supplies,Printer Paper,Meera,1,70233.63,0,70233.63,19129.3
ORD000197,30-08-2024,Customer_0686,Karnataka,West,Electronics,Headphones,Amit,5,62692.86,20,250771.44,14283.48
ORD000198,12/07/2025,Customer_0201,Tamil Nadu,South,Electronics,Laptop,Amit,7,54662.32,20,306108.99,55064.88
ORD000199,28-04-2024,Customer_0032,Maharashtra,South,Home Appliances,Mixer,Meera,12,55717.15,25,501454.35,115575.05
ORD000200,18/04/2025,Customer_1230,Bihar,West,Furniture,Bookshelf,Vikas,7,52580.94,15,312856.59,30053.21
ORD000201,02/10/2024,Customer_1193,Bihar,West,Electronics,Tablet,Vikas,8,59690.44,20,382018.82,11593.68
ORD000202,05-04-2024,Customer_1691,Bihar,East,Electronics,Tablet,Anjali,6,14324.95,15,73057.25,2340.77
ORD000203,13/11/2025,Customer_0389,Tamil Nadu,South,Furniture,Table,Vikas,3,2916.02,5,8310.66,2406.33
ORD000204,2025-05-19,Customer_0752,Gujarat,South,Electronics,Mobile,Neha,10,43281.76,20,346254.08,12154.07
ORD000205,01-10-2024,Customer_0942,TamilNadu,East,Furniture,Table,Sneha,10,1179.15,10,10612.35,1289.11
ORD000206,03/06/2024,Customer_0003,Delhi,West,Office Supplies,Pen,Amit,12,70950.6,15,723696.12,150803.6
ORD000207,2024-04-10,Customer_1634,Uttar Pradesh,East,Office Supplies,Marker,Neha,5,55252.34,10,248635.53,33325.72
ORD000208,2024-11-19,Customer_0436,Kerala,West,Office Supplies,Printer Paper,Sneha,3,13941.57,0,41824.71,3657.53
ORD000209,08-11-2025,Customer_1426, Maharashtra,South,Electronics,Smartwatch,Arjun,2,10274.02,5,19520.64,1651.75
ORD000210,29-10-2024,Customer_0526,Telangana,West,Electronics,Smartwatch,Anjali,13,33483.49,20,348228.3,46986.57
ORD000211,05-11-2025,Customer_0725, Maharashtra,North,Office Supplies,Notebook,Rahul,3,67956.28,15,173288.51,1416.5
ORD000212,15-10-2024,Customer_0152, Maharashtra,West,Office Supplies,Marker,Vikas,2,34912.28,0,69824.56,17887.59
ORD000213,08/07/2024,Customer_1861,West bengal,West,Office Supplies,Stapler,Rohit,12,59275.78,5,675743.89,98126.85
ORD000214,15/12/2024,Customer_0247,Tamil Nadu,South,Furniture,Chair,Arjun,1,32034.78,20,25627.82,7075.67
ORD000215,2024-12-28,Customer_1109,West Bengal,North,Home Appliances,Refrigerator,Amit,5,56232.07,5,267102.33,32700.42
ORD000216,26/10/2024,Customer_1271,Gujarat,North,Electronics,Smartwatch,Meera,9,47664.02,30,300283.33,5332.87
ORD000217,02/08/2024,Customer_0910,Bihar,South,Home Appliances,Fan,Neha,1,37981.84,25,28486.38,8260.39
ORD000218,12-12-2024,Customer_0763,TamilNadu,North,Electronics,Mobile,Sneha,10,5765.41,15,49005.99,-3641.46
ORD000219,2024-07-16,Customer_1042,Kerala,South,Home Appliances,Iron,Vikas,13,34838.83,25,339678.59,-13899.21
ORD000220,20/01/2025,Customer_1075, Maharashtra,South,Office Supplies,Printer Paper,Anjali,4,61822.98,25,185468.94,9646.16
ORD000221,14/03/2024,Customer_0505,West Bengal,East,Electronics,Smartwatch,Priya,13,32220.86,0,418871.18,55818.18
